customer_ID,plan
10001088,1123113
10001093,1133122
10001095,0113002
10001096,1133123
10001097,0022003
10001101,1133122
10001102,0033002
10001105,1012112
10001108,1033102
10001109,1133111
10001111,2033021
10001115,1032111
10001118,1033112
10001119,2133132
10001120,2033103
10001125,0012003
10001132,1012013
10001138,1033102
10001142,0033023
10001144,1023122
10001148,2133133
10001149,1113123
10001150,0111001
10001151,0033002
10001158,1113022
10001164,0112023
10001165,1133023
10001166,1012023
10001167,1011012
10001169,0033002
10001172,2033022
10001175,0011022
10001179,1043113
10001182,0043124
10001185,2022023
10001187,1043101
10001188,2133102
10001189,0033002
10001194,1033021
10001196,1033122
10001210,1011002
10001211,1113101
10001212,1133124
10001214,0033102
10001216,0023002
10001217,0133011
10001218,1111123
10001220,1012113
10001223,2033023
10001224,1113113
10001227,1043111
10001230,1133112
10001231,1112102
10001234,1013012
10001238,0113001
10001240,1113102
10001245,2112031
10001262,1013012
10001267,1122122
10001269,1133123
10001274,1033113
10001278,1033113
10001282,1133124
10001283,1012012
10001289,1023014
10001292,2012023
10001294,1133103
10001295,1023122
10001298,1012113
10001299,1033014
10001300,1022013
10001305,2033123
10001306,0122021
10001307,1133124
10001309,2131023
10001311,1031124
10001312,0011002
10001315,2133121
10001316,1033011
10001326,0011021
10001332,1123022
10001335,1143124
10001336,1012023
10001337,0012003
10001338,1033022
10001341,1112121
10001343,2033032
10001345,1043113
10001346,1133002
10001351,1043111
10001354,1122114
10001356,2011022
10001360,1133011
10001362,1122101
10001363,1133124
10001364,1111023
10001365,1133102
10001367,1012013
10001368,1133103
10001374,1033124
10001377,1122113
10001378,1132122
10001383,1133124
10001384,1033124
10001387,1133122
10001388,2111113
10001392,0123002
10001393,1113123
10001394,1123102
10001399,1133022
10001400,1133012
10001402,2013002
10001404,2033033
10001406,1122113
10001410,1112122
10001411,0033124
10001414,1033113
10001415,0112001
10001418,1122122
10001426,1032113
10001430,1013121
10001437,1133113
10001438,0113003
10001440,1033021
10001441,1033112
10001442,1033003
10001446,1012113
10001451,1143123
10001454,1012012
10001458,1122124
10001465,1033101
10001466,0013031
10001469,0023001
10001471,1033122
10001474,2113032
10001475,2133102
10001476,0011002
10001479,1133021
10001480,1033013
10001482,0013003
10001483,2133113
10001484,2013012
10001485,1033023
10001487,1013113
10001489,0022002
10001497,1032102
10001502,2143012
10001504,1133123
10001505,2123021
10001507,1033121
10001509,1022021
10001513,1123113
10001515,1023013
10001521,2043112
10001523,0023002
10001525,1033011
10001530,1133122
10001532,1033022
10001534,1033113
10001535,1033003
10001538,1133123
10001542,2033002
10001543,2133021
10001544,1013021
10001545,1022114
10001546,0013003
10001547,2133104
10001548,0043024
10001549,1033102
10001551,1033023
10001553,2033013
10001555,1133012
10001560,1023102
10001563,2133121
10001566,2033013
10001568,0022002
10001569,0011002
10001575,2133033
10001578,1133022
10001581,1123011
10001582,0011002
10001583,1043022
10001585,1032023
10001586,1133123
10001587,1132122
10001591,1133121
10001592,1113123
10001593,1031121
10001597,1033121
10001600,1143124
10001603,1023124
10001606,1022022
10001609,1143113
10001610,1011021
10001613,1113114
10001617,0043024
10001620,1013033
10001622,1143112
10001625,1143112
10001627,2113133
10001629,1133022
10001638,1033011
10001641,1133113
10001642,0112002
10001643,1013022
10001646,1113133
10001647,2043032
10001649,1113013
10001652,1032022
10001656,1133114
10001658,1133123
10001659,1011022
10001664,1123022
10001665,1022113
10001668,0011002
10001670,1123002
10001671,1113114
10001680,1133122
10001681,0111002
10001685,1023003
10001686,1123013
10001694,1122112
10001697,0012003
10001699,0013003
10001700,1022012
10001701,1043102
10001703,0012034
10001706,1033012
10001707,1033121
10001708,0033001
10001711,0022001
10001712,1013021
10001715,1033023
10001716,1133123
10001717,1032013
10001718,1111123
10001719,1133101
10001722,1133122
10001733,2113013
10001736,1133022
10001742,2112122
10001746,1023011
10001747,1113123
10001750,1112111
10001754,1021132
10001761,1043013
10001762,1111122
10001770,1033022
10001771,1133102
10001775,1033021
10001777,1012123
10001780,2033021
10001782,1033123
10001784,1013021
10001786,1133121
10001787,1113123
10001788,2033121
10001791,2031112
10001793,1122022
10001794,1043113
10001802,0133003
10001808,1112122
10001809,1133114
10001812,1022021
10001814,1033121
10001816,1033124
10001823,0133001
10001824,2023021
10001825,1133122
10001826,0011002
10001827,1132122
10001830,1112123
10001832,1033113
10001833,1121021
10001841,0111002
10001843,1133112
10001844,1122101
10001848,0012001
10001849,0013002
10001852,0023013
10001861,2133012
10001863,0012003
10001865,1033013
10001867,1033021
10001869,1133013
10001875,2123102
10001877,0013001
10001880,1123121
10001883,1133123
10001885,0022002
10001887,1123111
10001888,1143114
10001889,1132103
10001890,1013001
10001891,0033001
10001892,1141112
10001895,1111012
10001899,0013002
10001900,1033002
10001903,1113022
10001912,0022001
10001917,1133024
10001924,1031032
10001925,1012012
10001926,0013003
10001930,1143124
10001932,1043112
10001934,1143113
10001938,1033012
10001939,2013102
10001941,1012102
10001947,1113111
10001950,1113023
10001952,1022022
10001954,0033001
10001956,2033002
10001957,1032022
10001959,1122121
10001961,1033113
10001964,1011024
10001966,1122112
10001971,1133113
10001974,1133002
10001990,1023023
10001993,1113102
10001995,1011022
10001996,1133023
10001997,0033001
10001999,2023031
10002001,0111002
10002010,2143112
10002013,1133113
10002017,0013002
10002018,1032123
10002020,0023002
10002021,1133122
10002022,1012113
10002023,0022002
10002025,1033112
10002026,1033102
10002027,1111111
10002031,1133021
10002035,0023002
10002038,0133001
10002039,1033022
10002044,1143112
10002046,1032002
10002047,2033021
10002049,1043003
10002052,1023013
10002054,0022004
10002056,2123112
10002057,1133123
10002060,1033022
10002062,2123132
10002073,1111122
10002075,1032002
10002077,1133123
10002081,1122023
10002083,1133122
10002086,1033123
10002090,1133121
10002092,1143022
10002093,2043013
10002094,0043002
10002095,2033001
10002097,2132123
10002098,1013023
10002099,1132113
10002101,2013023
10002103,0111002
10002104,1043003
10002106,1122122
10002108,0022002
10002111,1143104
10002119,2132132
10002121,1023122
10002122,1023113
10002126,1133113
10002128,1111122
10002129,1033113
10002130,1132014
10002132,2043023
10002136,2033002
10002138,1123022
10002139,1043114
10002140,1033121
10002144,1013022
10002146,2133123
10002147,1123102
10002148,0023003
10002149,1133122
10002151,1112124
10002152,1033002
10002153,0113101
10002158,1133123
10002159,1033023
10002161,1133002
10002169,1143124
10002172,1033013
10002177,1033122
10002178,0013002
10002180,1123024
10002187,2132012
10002189,1033001
10002194,1023013
10002201,1113123
10002202,0043001
10002204,1033022
10002205,1023003
10002210,1143102
10002211,1033114
10002213,1123022
10002214,2122002
10002223,1133101
10002226,1133123
10002229,1022022
10002230,1033013
10002232,2111113
10002233,1132022
10002238,1133001
10002239,1132102
10002240,0112014
10002242,1043112
10002243,1033123
10002244,2133104
10002247,1133023
10002248,1013002
10002249,1133123
10002252,2011012
10002256,0022002
10002257,1012021
10002259,1033021
10002260,1113113
10002262,1033123
10002264,1033113
10002268,1133102
10002272,1133102
10002275,2033104
10002276,1113101
10002277,1122122
10002278,1132122
10002280,0133014
10002284,0123022
10002288,0012002
10002290,0033022
10002292,1033112
10002296,1123114
10002297,1133113
10002299,2033021
10002300,0013003
10002301,0022003
10002304,0032002
10002308,1013113
10002311,1112123
10002316,1112112
10002318,2032102
10002323,0113002
10002328,1033002
10002329,1033101
10002336,1111122
10002339,1111121
10002343,2111022
10002346,1122123
10002351,1033013
10002352,0013001
10002353,1133113
10002357,1033113
10002358,1113112
10002360,1113122
10002362,1111123
10002363,1123012
10002366,1013112
10002367,1011002
10002370,1133123
10002380,1143111
10002382,2113131
10002383,1012021
10002384,1013022
10002386,1133013
10002387,1143104
10002390,2112132
10002392,1143112
10002393,1033023
10002394,1133112
10002397,1123012
10002400,1012001
10002401,1123023
10002402,2122113
10002403,2033032
10002408,1033023
10002409,0113001
10002413,1033003
10002418,1111122
10002420,1033001
10002421,1023013
10002422,1033023
10002423,0013003
10002431,1022022
10002433,1043102
10002436,1043103
10002437,1133013
10002438,0011001
10002439,0023014
10002443,1133133
10002445,1122013
10002453,1133111
10002457,1112123
10002459,2113102
10002460,1013022
10002463,1112111
10002474,1033012
10002477,1122113
10002484,0133002
10002486,0013002
10002487,1132122
10002489,1143122
10002490,1033022
10002494,1023113
10002495,1123123
10002498,0013001
10002501,1011023
10002504,1133122
10002505,1133102
10002508,2143101
10002509,1133102
10002512,1133123
10002515,1123021
10002517,1133102
10002518,1143113
10002519,2033002
10002520,1033002
10002522,1011021
10002524,2033112
10002525,0123122
10002527,1022012
10002528,1143123
10002529,1033113
10002531,1033022
10002536,1033113
10002537,0011002
10002539,1033113
10002541,1122021
10002542,1133114
10002545,1043123
10002547,1133112
10002548,0012023
10002554,1133113
10002567,1122112
10002571,1033123
10002572,0033002
10002574,1133102
10002577,1113021
10002580,1033102
10002581,0012001
10002582,0133002
10002583,2133112
10002587,0033001
10002590,1122022
10002595,1033023
10002596,1113123
10002597,1133102
10002598,2011122
10002599,2023033
10002601,1133101
10002602,1023123
10002603,1133111
10002607,1023123
10002608,0113001
10002610,1022013
10002611,1133013
10002617,1133104
10002618,0043002
10002619,0012001
10002623,1133113
10002628,1133112
10002631,1123121
10002634,2043102
10002635,1123123
10002640,1023013
10002643,1033012
10002646,1033123
10002648,1011123
10002652,1033102
10002653,0011001
10002654,1033022
10002655,1033103
10002659,1043012
10002664,0122003
10002671,1133122
10002674,0033001
10002677,1133113
10002682,1033011
10002686,0021002
10002687,1111123
10002689,1111121
10002690,1143103
10002693,1011012
10002694,1023012
10002695,0021002
10002697,0033001
10002699,1133114
10002701,1123102
10002702,1033102
10002704,2133013
10002708,1113111
10002715,1033123
10002719,1133124
10002720,1023024
10002723,1112114
10002733,1113123
10002734,1133013
10002742,1012101
10002744,2043102
10002745,0122002
10002754,1143124
10002755,1032013
10002756,1121121
10002762,1023112
10002764,1111121
10002765,0133122
10002769,1133023
10002771,0023001
10002772,2123133
10002773,2033123
10002774,1133113
10002775,0011002
10002776,1043022
10002777,0033122
10002786,2013122
10002789,2113123
10002790,0012003
10002791,1133013
10002793,1013123
10002796,0033002
10002799,1033112
10002801,1012122
10002803,1133104
10002804,2032002
10002812,1133023
10002815,1023022
10002816,0023002
10002817,1133123
10002819,1122102
10002820,2113123
10002824,1113123
10002825,1012023
10002827,1013123
10002828,1133023
10002842,2013023
10002843,0033003
10002845,1013101
10002846,2133114
10002847,1122112
10002848,2133133
10002850,0012001
10002855,0023002
10002859,1111124
10002862,2122111
10002863,1133122
10002866,1132112
10002867,1122121
10002868,1133121
10002872,1033001
10002873,2133013
10002874,1033013
10002879,1011021
10002881,1033002
10002883,0011001
10002885,1033123
10002886,1043023
10002889,1033113
10002893,2031023
10002899,1043024
10002903,1123121
10002905,1133113
10002911,2111113
10002912,1033021
10002914,1033102
10002915,0012002
10002918,0143002
10002921,1113121
10002922,1122122
10002926,2122112
10002931,0022002
10002936,0012002
10002938,1112014
10002939,1033102
10002941,0112002
10002943,1133103
10002945,2043011
10002949,1123112
10002950,1133102
10002952,1032013
10002954,1133123
10002965,1112121
10002967,1113121
10002968,1013012
10002969,1013012
10002970,1132124
10002971,1112111
10002972,1133123
10002976,1031013
10002977,0011032
10002980,1133124
10002983,1123022
10002984,1022123
10002990,1011012
10002992,0023003
10002993,1133113
10002995,1011022
10002999,0011002
10003001,1133113
10003002,1133022
10003004,1133113
10003006,1123024
10003010,1011022
10003011,1011124
10003012,0133002
10003015,1123113
10003019,1133114
10003023,0023013
10003024,1033002
10003025,1011021
10003026,1033012
10003027,1012101
10003029,1133102
10003038,1133102
10003039,1031011
10003043,0022004
10003044,1023021
10003052,1133023
10003058,1013022
10003059,2023022
10003060,1023124
10003061,1033113
10003062,1132122
10003070,1011022
10003071,1123121
10003073,1133102
10003076,1033021
10003077,0112001
10003081,2033123
10003082,2033012
10003084,1113022
10003086,1122021
10003087,1111123
10003090,1033003
10003098,1111022
10003106,1013121
10003109,1033013
10003110,2012123
10003112,1133121
10003115,1012013
10003118,0033002
10003125,1043123
10003128,0011003
10003131,1011122
10003133,2011032
10003138,1133001
10003139,0023001
10003142,1023023
10003143,1133013
10003146,1123123
10003147,1122122
10003149,1023121
10003150,1033113
10003159,1013103
10003161,0133004
10003167,1043113
10003168,0112103
10003169,1043114
10003171,0123002
10003176,2112121
10003181,0012002
10003182,0122003
10003183,1132123
10003184,1011033
10003186,1043123
10003187,1133102
10003188,1133022
10003189,1132031
10003190,1132102
10003195,2123114
10003205,1133123
10003206,1133123
10003212,1033002
10003214,1033023
10003216,1113111
10003220,1033002
10003222,0023001
10003227,1143103
10003228,0033003
10003229,2123032
10003230,2011103
10003237,1133122
10003238,1033113
10003239,1143113
10003240,1133011
10003243,1032031
10003247,0133002
10003249,1112122
10003251,0112002
10003256,1022021
10003258,1111111
10003259,1033101
10003264,1043113
10003267,0043002
10003269,1112122
10003270,1013101
10003272,1133123
10003274,1023112
10003279,1111121
10003281,1043111
10003282,0033022
10003284,0043004
10003285,1033102
10003292,0033003
10003294,0012004
10003297,0012003
10003298,2033012
10003304,0123012
10003305,0133002
10003306,1011113
10003310,1023013
10003312,1013013
10003316,1133101
10003322,0111003
10003323,1011123
10003324,2133023
10003326,2033133
10003327,1043123
10003328,1133112
10003332,1033113
10003333,1133113
10003334,0113002
10003338,2012003
10003342,1132101
10003345,0013002
10003347,1133114
10003348,0033002
10003352,1033013
10003357,1123123
10003359,1033003
10003360,1143112
10003361,1133113
10003362,1013103
10003364,1013022
10003367,0033001
10003377,1111023
10003383,1043012
10003386,0012001
10003391,2133131
10003392,2112023
10003394,1133123
10003395,0011002
10003398,1033022
10003400,0033002
10003402,1013123
10003403,1011112
10003405,1033012
10003407,2013102
10003408,1133112
10003409,0022002
10003410,1143023
10003412,1033011
10003415,1032113
10003416,1143123
10003418,0011002
10003420,1112113
10003422,0023003
10003425,2011032
10003433,1133113
10003434,1113111
10003436,0123021
10003439,1012022
10003441,1113123
10003442,1133111
10003443,1022021
10003451,0113001
10003452,1133122
10003453,1011021
10003456,1033102
10003460,1033122
10003461,1132121
10003466,0011032
10003468,1013011
10003471,1143122
10003472,0122033
10003473,0013101
10003476,1033102
10003478,0033003
10003485,1043124
10003487,1032023
10003499,1122122
10003500,1022011
10003502,0012001
10003511,0011021
10003520,0111002
10003521,2143133
10003522,1133111
10003523,0023002
10003527,1133112
10003528,1033002
10003532,1033013
10003533,0013002
10003534,0012003
10003536,1133123
10003538,1012121
10003540,1111103
10003541,0023023
10003544,2033021
10003548,1132122
10003549,2033023
10003551,1112122
10003552,1133123
10003553,0022003
10003555,1033112
10003557,0012002
10003558,1143112
10003559,2143123
10003560,1033021
10003564,1133121
10003565,1112001
10003576,1143113
10003577,1111121
10003578,1133121
10003584,1033002
10003586,2033014
10003587,0013001
10003588,1133104
10003589,0023002
10003590,0033003
10003591,0012003
10003592,1033002
10003595,1123022
10003599,1032123
10003601,1033012
10003602,2111103
10003604,1033123
10003607,1133123
10003614,0111002
10003616,1133113
10003619,1123101
10003620,2033002
10003622,0022001
10003629,2022034
10003630,1133112
10003635,2013012
10003638,2143002
10003639,1043113
10003641,1011124
10003647,1022021
10003648,1133123
10003651,1012102
10003652,2143101
10003654,1022012
10003657,1023022
10003659,2143132
10003667,2033033
10003668,1012023
10003669,0021001
10003673,1031024
10003675,2043113
10003678,1033104
10003679,2043102
10003683,1011013
10003687,1011021
10003688,1122112
10003690,1132113
10003692,1033113
10003693,1132031
10003697,0032002
10003699,1032023
10003701,1013103
10003703,0013003
10003705,1013022
10003706,1033002
10003712,2043002
10003713,1113013
10003716,1043003
10003719,1111011
10003721,1133103
10003723,1113122
10003726,1143123
10003727,1123114
10003728,1133123
10003729,1023023
10003731,1033022
10003736,2033032
10003737,1133113
10003742,2143123
10003744,0011002
10003746,1032112
10003749,0012002
10003751,0033002
10003754,1043013
10003755,1133022
10003760,1013011
10003761,1033023
10003762,1112122
10003765,1133122
10003774,1013112
10003776,1013023
10003777,1133123
10003779,1122122
10003780,0022022
10003782,1123123
10003784,2123123
10003785,1043102
10003788,0013001
10003789,0011002
10003792,1113021
10003794,2033002
10003797,1043022
10003798,1123122
10003799,1133001
10003801,0013103
10003803,2133023
10003804,1012023
10003805,1013002
10003810,1033023
10003813,0112002
10003814,1132114
10003818,1022024
10003824,0013002
10003825,1033003
10003828,1033113
10003829,2133103
10003830,1043123
10003832,1033022
10003835,2011032
10003839,2033123
10003845,1013012
10003846,0033003
10003847,1133102
10003849,0012002
10003858,1133011
10003861,1132111
10003863,1143121
10003864,1143013
10003865,1131023
10003866,1033013
10003867,1033102
10003869,1033113
10003870,1033013
10003871,2133122
10003873,0022013
10003874,1133122
10003877,1023013
10003882,2011033
10003884,2112123
10003885,0021001
10003887,2023123
10003889,0011101
10003891,1033123
10003902,1031121
10003906,1123121
10003910,1111121
10003916,0033002
10003920,2033123
10003922,1133123
10003923,1133023
10003924,1133113
10003927,0011001
10003932,1033002
10003933,1013121
10003935,1133123
10003937,1033122
10003938,1113113
10003940,0122002
10003941,1113123
10003952,0023002
10003953,2033123
10003963,2023001
10003964,1033103
10003965,1043122
10003966,0032002
10003968,1122113
10003969,1032021
10003971,1043001
10003975,1133122
10003976,1033001
10003977,1132112
10003979,0033001
10003981,0122101
10003982,1143111
10003983,1022022
10003987,1143122
10003988,1113021
10003989,2133102
10003990,1132113
10003991,1111112
10003992,1013011
10003993,1133113
10003994,1133123
10003996,1043112
10003997,1122021
10004000,0043002
10004004,0133004
10004007,1113013
10004008,0123001
10004013,0013003
10004017,1111123
10004020,1133113
10004023,0113103
10004024,0122002
10004026,1011102
10004027,1133103
10004028,1013021
10004029,1133011
10004035,1133102
10004042,1133013
10004044,1143124
10004047,1133121
10004048,2113112
10004049,0011002
10004054,2133102
10004056,1012022
10004058,1133012
10004062,1133123
10004066,0033002
10004068,2033033
10004073,1011101
10004076,1113021
10004077,2132102
10004084,1033012
10004087,0111102
10004088,1143101
10004092,1113022
10004095,0012002
10004096,1021022
10004100,1011012
10004102,0011003
10004103,0011001
10004105,1033023
10004106,1133124
10004111,2123012
10004117,1033102
10004121,1013022
10004123,1031112
10004130,1112123
10004133,0013001
10004145,2111132
10004150,2123101
10004152,1112022
10004155,1013024
10004165,1122121
10004167,0011001
10004169,1033112
10004170,1032013
10004172,1123121
10004174,2033102
10004179,1112121
10004184,1012123
10004187,0033002
10004192,0133021
10004195,1133113
10004196,1112013
10004199,1033113
10004200,1133114
10004201,2143123
10004202,1033011
10004203,1133022
10004205,1012023
10004206,1132002
10004210,0013113
10004212,1133113
10004213,1011002
10004219,2133101
10004223,0013001
10004226,2011113
10004229,0013002
10004230,1123122
10004232,1011012
10004234,0011003
10004244,2133102
10004252,1033102
10004257,1012011
10004262,2032133
10004263,1133113
10004265,2033134
10004266,1111122
10004270,0022002
10004272,0033103
10004274,2012022
10004275,1133023
10004279,1011123
10004281,0012022
10004282,0013023
10004285,0011001
10004286,1013023
10004292,1112122
10004293,0013002
10004294,1113021
10004298,1111022
10004299,1133121
10004300,1023002
10004303,1013022
10004307,2112123
10004308,0113103
10004309,2123133
10004310,1122122
10004311,1132112
10004313,1122122
10004315,1033113
10004317,2143113
10004318,1021023
10004319,1111102
10004320,2133113
10004321,1133113
10004331,2011021
10004333,0112003
10004336,0012002
10004337,0143003
10004338,1133121
10004340,1043001
10004341,1012023
10004347,1112021
10004351,1022113
10004354,1133013
10004358,0013002
10004359,1032023
10004364,1033124
10004365,0133001
10004366,0022002
10004368,1011112
10004372,1112024
10004374,1022022
10004376,1033023
10004377,1133122
10004380,1031032
10004381,1143124
10004382,0013002
10004393,1023121
10004399,1033013
10004400,1143113
10004401,1133113
10004402,0013002
10004404,2033022
10004407,1143123
10004410,1033124
10004412,1033003
10004413,1022021
10004415,1043004
10004417,0033122
10004418,2011034
10004420,1133104
10004421,1022024
10004422,1022022
10004426,0023002
10004428,1033012
10004431,1133123
10004432,0033103
10004433,0011001
10004435,1133014
10004437,0033002
10004442,0013001
10004443,2033013
10004444,0012002
10004445,2123122
10004446,1033122
10004447,2022032
10004448,0012023
10004449,1033023
10004450,1033002
10004451,0112002
10004453,0011002
10004455,1013013
10004457,0011001
10004459,1023101
10004462,1013103
10004464,1033124
10004465,2133113
10004467,0122001
10004473,1142112
10004477,0132022
10004480,0113001
10004483,2133124
10004489,2022032
10004491,2022033
10004493,2133024
10004494,0021012
10004496,0113002
10004497,1133112
10004500,2023003
10004501,1143102
10004502,1133102
10004503,0022002
10004506,0022012
10004510,1122112
10004511,1013121
10004515,2012033
10004516,0111103
10004517,1043023
10004519,1122122
10004520,1111124
10004521,1123123
10004529,0033002
10004535,1133122
10004536,0033002
10004540,1012104
10004543,2013021
10004544,1143112
10004548,2133002
10004549,1013101
10004550,0133001
10004553,2033122
10004556,0012002
10004561,1143102
10004562,1112023
10004563,2013022
10004564,0112001
10004565,0012003
10004566,0023011
10004570,1143022
10004571,2122122
10004572,1133101
10004576,1122023
10004577,1113002
10004579,1112124
10004581,1033023
10004585,1123121
10004586,1043023
10004589,1122022
10004591,1033122
10004592,1122102
10004596,1032024
10004607,1033022
10004609,1133122
10004610,2123103
10004616,1113121
10004617,1133004
10004618,0123003
10004620,2122122
10004621,0013002
10004622,1033122
10004623,1022121
10004624,1043002
10004626,1013121
