customer_ID,group_size,homeowner,car_age,car_value,risk_factor,married_couple,duration_previous,A,B,C,D,E,F,G,age_average,cluster
10000052,1,1,8,4,1,0,3,C,B,D,D,B,D,D,24,15
10000054,2,1,7,6,1,1,3,B,B,B,C,B,C,D,75,9
10000055,1,1,9,5,4,0,15,C,B,E,D,A,B,C,75,18
10000057,1,1,8,5,0,0,15,B,A,D,D,B,A,C,56,18
10000059,1,0,5,5,3,0,2,C,B,D,D,B,A,B,42,3
10000060,1,0,11,6,0,0,0,B,A,B,B,A,C,C,41,17
10000061,1,1,14,6,0,0,10,C,B,B,B,B,C,D,43,16
10000062,1,1,2,6,1,0,3,B,B,D,C,B,B,D,43,15
10000063,1,0,2,7,0,0,1,C,A,D,D,A,D,D,21,17
10000064,1,0,13,6,0,0,4,A,A,C,C,A,A,C,18,17
10000066,1,1,5,6,4,0,10,B,A,D,D,A,C,C,68,4
10000068,1,1,6,5,2,0,9,B,A,D,D,A,A,C,25,5
10000069,2,0,20,6,0,1,0,A,B,C,C,A,C,B,49,9
10000072,1,1,2,7,0,0,2,C,A,B,B,A,C,C,26,19
10000075,1,0,4,8,3,0,8,C,B,B,B,A,C,C,24,11
10000076,1,0,14,6,0,0,0,C,A,B,B,B,A,C,27,17
10000077,1,0,2,5,0,0,10,B,A,D,D,A,B,C,32,8
10000078,2,1,8,4,1,1,15,A,A,B,C,A,A,D,49,9
10000079,1,1,2,5,4,0,15,B,A,D,D,A,B,C,38,18
10000080,1,1,2,5,3,0,4,B,A,E,D,A,B,E,43,5
10000082,1,0,1,6,3,0,2,C,A,D,D,A,A,C,24,11
10000084,1,0,1,5,3,0,1,B,A,D,D,A,A,B,22,3
10000086,2,0,6,4,2,1,4,B,B,D,D,B,C,C,38,9
10000088,1,0,9,6,2,0,4,A,A,C,C,A,A,C,59,13
10000091,1,1,1,5,1,0,11,B,A,B,B,B,B,D,51,18
10000092,1,0,8,7,0,1,3,B,A,B,B,A,C,B,37.5,17
10000094,2,1,1,7,2,1,7,B,B,E,D,A,B,D,56.5,9
10000095,1,0,13,6,0,0,6.09394972975809,A,A,B,B,A,A,B,23,17
10000096,1,0,1,8,4,0,5,B,A,D,D,B,C,B,55,11
10000097,2,1,2,5,0,0,6,B,A,B,C,A,C,C,40,15
10000098,1,0,2,6,4,0,1,B,B,D,D,B,C,D,28,11
10000100,1,0,1,5,1,0,0,B,B,D,D,B,B,D,23,8
10000103,1,1,1,6,3,0,10,C,A,E,D,B,C,D,75,4
10000104,1,1,10,7,2,0,4,B,A,D,D,B,B,D,71,19
10000105,1,0,11,7,3,0,5,B,A,D,C,A,B,C,20,11
10000107,1,0,12,6,4,0,2,B,B,B,C,B,C,D,41,10
10000108,1,0,11,7,3,0,5,B,A,C,D,A,B,B,21,11
10000111,1,1,10,6,2,0,8,B,B,D,D,A,C,D,22,5
10000112,1,1,3,6,3,0,6.09394972975809,B,A,E,D,B,B,D,41,5
10000113,1,0,15,6,2,0,15,B,B,D,D,B,B,C,55,12
10000115,2,1,11,7,3,1,9,B,A,D,C,A,A,B,36.5,9
10000116,1,0,14,5,0,0,7,A,A,D,D,A,A,D,25,20
10000117,1,1,13,5,1,0,5,B,A,D,C,B,A,C,70,6
10000118,1,0,3,5,2,0,9,B,B,D,D,B,A,C,25,3
10000121,1,0,4,6,0,0,1,B,A,B,D,A,C,B,39,17
10000122,1,0,6,4,0,0,4,C,B,B,C,B,D,C,21,8
10000123,1,1,4,7,3,0,7,B,A,E,D,A,B,B,37,5
10000124,4,1,19,4,1,1,15,A,B,D,D,A,A,B,45,14
10000125,1,1,1,6,2,0,12,B,B,B,D,B,C,E,52,4
10000126,2,0,8,6,0,1,4,B,B,D,C,B,B,E,37,9
10000127,1,1,1,5,1,0,4,B,A,D,D,A,C,D,71,6
10000128,1,0,18,3,0,0,5,A,B,C,D,A,A,C,24,20
10000129,1,0,12,7,4,0,1,B,B,B,C,B,C,C,54,11
10000130,2,0,12,4,4,1,8,B,A,C,D,A,C,E,39.5,9
10000131,1,1,8,4,0,0,15,C,B,B,D,B,C,E,47,18
10000132,1,0,10,5,0,1,1,C,A,C,D,A,C,D,22.5,20
10000133,1,0,2,8,4,0,1,B,B,E,D,A,C,C,25,11
10000134,1,0,7,6,0,0,1,B,A,C,D,B,A,C,42,17
10000135,1,0,7,4,0,0,1,A,B,B,B,A,A,B,20,8
10000136,2,0,15,5,0,0,2,A,A,D,D,A,A,D,43.5,20
10000137,2,1,22,5,0,1,1,B,A,C,D,A,C,C,43,16
10000138,2,0,2,5,3,1,5,B,B,D,D,A,C,D,55,9
10000139,1,0,1,4,3,0,7,C,B,D,D,B,C,E,32,3
10000141,2,1,1,7,3,1,2,B,A,D,D,B,C,E,62.5,9
10000143,1,1,15,4,0,0,1,A,A,C,D,A,A,C,44,16
10000144,1,1,9,5,3,0,5,C,B,E,D,B,C,D,75,2
10000145,1,0,6,5,3,0,13,B,B,B,D,B,C,C,62,12
10000147,1,1,6,5,0,0,2,B,A,D,D,B,A,B,28,15
10000148,2,1,12,5,4,1,3,B,B,C,C,B,C,D,33.5,9
10000150,1,1,5,6,2,1,15,B,A,C,C,A,A,C,72.5,4
10000151,1,1,14,5,1,0,15,B,B,D,D,A,C,B,75,7
10000152,1,0,17,4,4,0,0,A,A,B,B,A,A,B,25,10
10000154,1,1,10,6,0,0,3,A,A,D,D,A,A,B,45,15
10000155,1,0,3,6,1,0,15,B,A,D,C,A,A,B,65,1
10000156,1,0,7,5,0,0,2,C,B,B,C,B,B,E,21,8
10000158,1,0,9,7,4,0,3,C,B,C,C,B,D,D,22,11
10000159,1,0,7,4,0,0,1,B,A,B,C,B,C,B,22,8
10000160,1,1,4,6,3,0,14,B,B,E,D,A,B,C,45,4
10000161,1,0,13,4,3,0,6,A,A,C,C,A,A,C,21,10
10000162,1,1,1,7,3,0,9,B,A,D,C,B,A,C,33,5
10000163,1,1,9,5,0,0,4,B,B,B,B,B,C,C,54,6
10000164,1,1,6,4,3,0,6,B,B,D,D,B,A,C,52,2
10000165,1,1,16,5,0,1,1,C,B,C,D,A,D,B,55,16
10000167,1,0,9,7,4,0,1,B,A,C,D,A,C,B,23,11
10000168,1,0,12,7,0,0,7,B,A,C,D,A,C,C,38,17
10000169,1,1,7,6,0,0,7,B,A,D,C,B,B,C,67,6
10000170,1,1,4,5,2,0,9,B,B,E,D,B,B,D,56,18
10000172,1,0,13,6,0,0,10,A,B,D,D,A,A,D,26,17
10000173,1,0,4,7,2,0,6,C,B,E,D,B,C,D,21,11
10000176,1,0,18,4,1,0,13,A,A,B,C,A,A,D,61,7
10000178,1,0,8,6,0,0,2,A,A,B,C,A,A,B,22,17
10000179,1,0,11,6,4,0,15,B,B,C,D,B,B,B,31,12
10000180,1,0,9,6,3,0,8,C,B,B,D,B,D,D,49,12
10000182,1,1,5,6,0,0,3,B,A,C,C,A,B,E,42,15
10000183,1,0,3,5,3,0,13,B,B,D,D,B,C,D,57,12
10000184,1,1,8,4,2,0,15,B,A,D,D,A,B,D,64,18
10000187,1,0,6,4,0,0,10,B,B,C,D,A,B,C,27,8
10000188,2,0,2,8,1,1,1,B,B,D,D,B,C,E,64,9
10000189,1,0,7,4,0,0,4,B,A,B,C,A,C,C,18,8
10000190,1,1,12,7,3,0,4,B,B,C,C,B,B,E,63,2
10000191,1,1,2,6,1,1,8,B,A,D,C,B,C,E,75,6
10000192,1,0,7,4,3,0,2,B,B,B,B,A,C,B,20,3
10000193,1,0,1,5,0,0,3,B,A,C,D,A,C,E,21,8
10000194,1,1,7,5,3,0,15,C,A,E,D,B,A,C,52,18
10000197,1,0,9,4,3,0,1,A,B,C,C,A,A,C,23,3
10000198,1,1,8,5,1,0,5,B,B,D,D,A,C,B,35,15
10000200,1,0,9,8,1,0,3,C,B,D,D,B,D,C,46,17
10000203,1,1,1,6,2,0,7,B,B,D,D,B,B,B,66,6
10000205,2,1,3,7,2,1,13,B,A,D,D,A,B,D,37.5,9
10000206,1,0,0,5,0,0,0,B,B,B,C,B,C,D,30,8
10000208,1,1,4,4,0,0,3,C,A,D,D,B,B,C,25,15
10000209,2,1,7,7,4,0,4,C,A,E,D,A,A,C,37.5,5
10000210,2,1,10,6,3,1,8,B,A,C,D,A,C,B,75,9
10000211,1,1,16,6,4,0,10,A,A,D,D,A,A,C,35,2
10000212,1,0,13,4,1,0,15,A,A,D,D,A,C,B,75,7
10000214,1,0,16,5,0,0,2,A,A,B,B,A,A,B,26,20
10000215,1,1,16,5,4,0,14,A,A,D,D,A,C,D,68,7
10000216,1,1,12,5,4,0,9,C,A,B,D,B,C,D,52,2
10000217,1,1,7,4,3,1,6,C,A,B,C,A,D,D,73.5,2
10000218,2,1,8,5,1,0,2,C,B,C,C,A,D,D,39.5,15
10000220,1,1,10,7,0,0,6.09394972975809,A,A,B,B,A,A,C,41.5,19
10000221,1,0,15,4,3,0,0,A,A,C,C,A,A,B,24,10
10000224,1,0,4,6,3,0,1,B,A,D,D,A,A,C,22,11
10000227,1,0,11,5,0,0,6,B,A,D,D,A,B,B,23,20
10000228,1,1,11,4,0,0,6,B,A,D,D,B,C,B,44,16
10000229,1,0,5,6,0,0,2,C,B,B,B,A,C,C,33,17
10000230,2,1,10,5,0,1,1,B,A,D,D,A,C,C,34,9
10000236,2,0,7,6,0,0,2,B,B,B,C,B,C,C,30.5,17
10000239,2,1,1,5,2,1,3,B,B,C,D,B,B,D,33,9
10000240,1,0,6,7,4,0,2,B,B,E,D,B,A,C,54,11
10000242,1,0,9,6,2,0,6,B,B,C,C,B,B,C,52,13
10000243,1,0,18,4,2,0,12,A,A,B,C,A,A,E,28,10
10000245,1,1,17,5,1,0,15,B,A,D,D,B,C,D,44,7
10000246,1,1,7,4,2,0,6,B,B,C,D,B,C,E,32,15
10000248,1,1,4,5,0,0,3,B,B,D,C,A,B,C,20,15
10000250,2,0,3,4,0,1,2,B,B,B,B,B,C,C,60.5,9
10000252,1,1,8,6,4,0,7,B,A,B,D,B,C,D,31,5
10000253,1,0,2,5,0,0,2,B,B,D,D,B,C,B,43,8
10000254,2,1,18,5,0,1,3,A,A,B,C,A,A,D,27,9
10000255,2,0,14,5,3,0,15,A,A,B,C,A,A,D,54,12
10000256,1,1,2,5,3,0,2,B,B,C,C,A,B,C,54,5
10000259,2,1,1,4,4,0,14,C,A,D,D,B,B,C,39,18
10000261,1,1,6,5,4,0,6,C,B,D,D,B,C,B,32,5
10000262,1,0,11,4,0,0,2,A,A,B,B,A,A,C,36,20
10000263,1,0,7,4,3,0,1,C,A,C,C,B,B,B,26,3
10000264,1,0,4,7,4,0,3,B,B,D,D,B,A,C,70,11
10000265,1,1,10,8,0,0,2,B,B,B,D,A,C,C,55,19
10000266,1,0,5,5,0,0,1,A,A,B,D,A,A,C,27,8
10000269,1,0,6,3,0,0,2,B,B,B,C,A,C,C,24,8
10000271,2,1,10,7,0,1,12,B,B,D,D,B,B,C,37,9
10000275,1,1,10,6,0,0,8,B,B,D,D,B,B,C,36,15
10000277,1,1,12,4,1,0,9,B,A,B,C,B,C,D,73,7
10000278,1,1,7,6,1,0,3,B,B,D,C,B,C,B,52,6
10000281,1,1,6,5,0,0,3,C,A,B,D,A,D,C,75,6
10000282,1,0,8,5,4,0,6,B,B,D,D,B,C,B,57,12
10000283,1,1,8,4,0,0,2,B,A,B,B,B,C,D,41,15
10000284,1,0,6,6,2,0,4,B,B,D,D,B,C,D,33,11
10000287,1,1,8,7,2,0,7,C,A,E,D,A,B,C,61,19
10000288,2,0,15,4,0,1,1,A,A,B,C,A,A,C,45,9
10000293,1,0,7,5,2,0,15,B,A,D,C,B,B,C,51,12
10000294,4,0,12,6,3,1,7,B,B,C,D,B,C,D,40,14
10000295,2,1,11,3,4,1,4,B,A,D,C,A,C,B,63.5,9
10000299,2,1,1,4,0,0,3,B,B,C,C,B,C,B,28.5,15
10000305,1,0,14,4,3,0,1,B,B,D,D,B,B,D,23,10
10000306,1,0,11,4,1,0,3,B,B,E,D,B,C,D,30,20
10000307,2,1,11,5,1,1,1,B,B,E,D,B,B,E,73,9
10000308,2,1,5,4,0,1,3,B,B,D,D,B,A,C,33.5,9
10000310,1,0,14,4,0,0,5,A,B,D,D,A,A,D,24,20
10000311,1,1,6,5,1,0,7,B,B,C,D,B,C,D,63,6
10000314,1,1,5,4,1,1,2,B,A,E,D,B,A,D,62.5,6
10000316,2,0,14,6,1,1,15,A,A,D,D,B,A,D,49.5,9
10000318,1,1,9,5,4,0,8,A,A,C,D,A,A,D,51,2
10000320,2,1,11,6,4,1,3,B,B,C,C,B,B,B,25.5,9
10000321,1,1,16,5,4,0,4,B,B,D,D,B,B,E,46,2
10000324,1,0,12,7,0,0,2,A,A,B,C,A,A,C,40,17
10000330,1,1,5,5,1,0,9,B,A,D,D,A,C,C,31.5,15
10000331,1,1,10,6,0,0,6,B,A,D,D,B,C,B,28,15
10000332,1,0,12,5,3,0,1,B,A,B,C,A,C,D,18,10
10000334,1,0,15,5,4,0,1,A,B,B,D,A,A,B,72,2
10000335,1,0,11,7,0,0,3,B,B,C,C,A,C,B,43,17
10000336,2,1,3,7,2,1,4,B,A,C,D,A,C,D,45.5,9
10000337,1,0,10,6,2,0,7,B,B,D,D,B,A,C,25,11
10000338,1,1,3,6,3,0,0,B,B,D,D,A,C,B,49,5
10000339,1,1,6,6,2,0,6,B,A,D,C,B,B,D,75,6
10000344,2,1,1,5,1,0,6,B,B,D,D,B,A,D,70.5,6
10000345,1,1,1,6,0,0,5,B,A,E,D,A,C,D,36,15
10000346,1,0,2,7,1,0,1,B,B,E,D,B,B,D,29,17
10000347,1,0,6,5,3,0,5,B,B,C,D,B,C,B,25,3
10000348,2,1,6,7,2,1,2,B,B,D,D,B,C,D,75,9
10000349,1,1,11,5,4,0,7,B,A,D,D,B,A,E,26,5
10000350,1,1,12,5,1,0,15,B,A,B,B,A,C,D,70,7
10000351,1,1,13,5,4,0,7,B,B,B,B,B,C,C,63,2
10000353,1,0,8,5,0,0,4,B,A,D,D,A,C,B,19,8
10000354,1,1,8,6,1,0,6,B,B,E,D,B,A,C,59,6
10000355,1,1,14,4,3,0,15,B,B,D,D,A,B,D,67,7
10000357,2,1,16,6,3,0,3,B,A,C,D,A,B,D,34.5,2
10000359,1,1,1,5,1,0,4,C,A,D,D,B,D,D,27,15
10000360,1,0,11,6,3,0,5,A,B,C,D,A,A,D,49,11
10000361,1,0,2,6,0,0,8,B,A,E,D,B,B,D,32,8
10000362,1,0,18,5,0,0,2,A,A,B,C,A,A,C,19,20
10000363,1,0,2,4,3,0,2,B,A,D,D,B,C,C,24,3
10000365,1,0,5,7,1,0,15,B,B,D,D,A,A,E,47,1
10000367,1,1,9,6,1,0,13,B,B,D,D,A,C,D,28,4
10000368,1,1,3,5,1,0,13,B,B,D,D,B,C,D,49,18
10000369,1,0,10,7,4,0,3,B,A,D,D,B,A,B,25,11
10000371,1,0,1,5,0,0,5,B,B,C,C,B,C,B,24.5,8
10000374,2,1,1,5,1,1,3,B,B,D,C,B,A,B,63.5,9
10000375,1,0,8,4,3,0,3,B,A,B,B,A,C,C,19,3
10000376,2,1,19,5,0,0,3,A,A,C,C,A,A,E,36,16
10000377,1,1,6,5,4,0,5,B,A,D,D,A,C,B,27,5
10000378,1,1,1,9,2,0,3,C,A,B,B,B,A,C,47,19
10000379,2,1,7,4,0,1,2,B,B,B,D,A,C,B,25,9
10000381,1,1,6,5,1,0,15,B,B,D,D,A,B,D,71,18
10000383,1,1,3,6,1,0,10,B,B,D,D,B,B,E,39,4
10000385,1,1,1,6,3,0,4,B,B,C,C,B,C,D,37,5
10000386,2,0,6,4,3,1,2,B,A,C,D,A,A,B,23,9
10000388,2,1,1,7,1,1,14,B,A,D,D,A,A,C,55,9
10000389,2,0,1,7,1,1,15,B,A,C,D,B,C,D,71.5,9
10000391,2,1,5,7,2,1,2,C,A,D,D,A,D,D,52,9
10000392,1,1,7,5,2,0,7,B,A,D,D,A,A,C,65,6
10000393,1,0,7,8,2,0,2,C,B,D,D,A,A,C,25,11
10000394,1,0,1,5,4,0,8,B,A,D,D,B,B,D,23,3
10000395,2,0,2,6,3,1,4,C,A,D,D,B,A,D,28,9
10000396,1,0,3,6,0,0,13,B,A,D,C,A,B,B,28,1
10000397,1,1,6,5,0,0,3,B,B,D,D,B,B,C,60,6
10000398,1,1,4,6,2,0,4,B,A,C,D,A,C,D,70,6
10000400,1,0,10,6,4,0,9,A,B,D,D,A,A,D,30,11
10000401,1,0,8,4,0,0,2,C,B,B,C,B,C,D,32,8
10000402,2,1,6,7,0,1,0,B,A,B,B,B,C,B,27.5,9
10000403,2,0,7,6,0,1,6,B,B,B,C,B,C,C,26,9
10000404,1,1,2,6,3,0,7,B,B,D,D,B,A,B,62,6
10000405,1,0,2,5,2,0,4,B,A,D,D,B,C,C,42,3
10000406,2,0,0,8,2,1,6.09394972975809,C,A,D,D,A,A,B,28,9
10000407,1,1,5,6,4,0,1,C,A,D,D,B,D,D,41,5
10000408,1,0,1,6,2,0,5,C,A,D,D,B,A,D,25,11
10000410,1,0,6,6,3,0,1,C,B,B,B,B,D,B,75,13
10000411,1,0,12,6,0,0,2,A,A,C,D,A,A,C,28,17
10000412,1,1,14,6,1,0,15,B,A,D,D,B,A,C,52,7
10000415,2,1,10,8,4,1,15,A,A,B,C,A,A,C,56,9
10000416,1,1,1,5,2,0,1,B,B,B,C,B,B,D,32,5
10000417,1,0,1,6,2,0,15,B,B,D,D,B,B,D,33,12
10000418,1,0,2,5,0,0,1,C,A,B,B,B,A,B,24,8
10000420,2,1,14,5,0,1,1,A,A,B,B,A,A,C,47,9
10000422,1,0,18,4,4,0,2,A,A,B,B,A,A,C,33,10
10000423,1,0,15,6,0,0,7,C,A,B,D,A,C,D,35,20
10000425,1,1,14,5,1,0,3,A,A,C,D,A,A,C,48,16
10000426,2,0,3,6,0,1,7,B,B,C,D,B,C,E,32.5,9
10000428,1,1,11,5,0,0,0,B,B,B,D,B,C,C,59,16
10000429,1,1,8,6,3,0,9,C,A,D,D,A,B,D,49,5
10000430,1,1,10,5,2,1,1,B,A,D,C,A,B,B,74,6
10000433,1,0,8,4,2,0,4,B,A,D,D,A,A,C,61,13
10000435,1,1,1,4,0,0,0,B,B,B,B,B,C,E,68,6
10000437,1,0,11,6,3,0,3,A,A,B,C,A,A,C,25,11
10000441,1,0,14,5,4,0,15,A,A,B,D,A,B,E,58,12
10000443,1,0,7,4,0,0,3,A,A,C,D,B,B,C,20,8
10000444,1,0,9,5,4,0,2,B,A,C,C,B,C,B,23,3
10000445,1,1,19,5,2,0,15,A,A,D,D,A,A,C,75,7
10000446,1,0,11,5,1,0,15,A,A,B,C,A,A,B,74,1
10000447,1,0,3,6,0,0,1,B,B,B,B,B,B,B,30,8
10000449,2,1,3,8,3,1,15,B,B,D,D,B,A,C,42.5,9
10000450,1,0,1,5,2,0,6,B,B,D,D,B,C,B,22,3
10000451,2,1,4,6,0,1,15,B,B,D,C,A,B,C,52.5,9
10000452,1,0,4,5,3,0,2,B,A,B,D,A,B,D,24,3
10000453,1,1,8,6,0,0,9,B,A,D,D,A,C,B,24,15
10000454,1,0,13,6,4,0,2,B,A,D,D,A,C,C,42,10
10000455,1,1,11,5,1,0,11,A,A,D,D,A,A,C,63,7
10000457,1,0,13,4,2,0,1,B,B,C,C,A,C,E,23,10
10000458,1,1,4,5,3,0,7,B,B,B,C,B,C,E,73,6
10000459,1,1,9,5,0,0,1,B,B,B,B,B,C,D,50,15
10000460,2,1,14,6,0,0,1,B,B,C,D,A,C,D,29,16
10000463,1,1,24,5,2,0,15,A,A,D,D,A,A,D,75,7
10000465,2,0,17,4,2,0,3,A,B,E,D,A,A,C,27,10
10000468,2,0,10,6,0,1,0,B,B,D,D,B,B,C,55.5,9
10000469,2,1,9,8,2,1,4,A,A,C,C,A,A,B,67,9
10000471,2,1,7,6,4,1,11,B,A,E,D,B,C,D,62,9
10000473,2,1,18,4,0,0,1,A,A,C,D,A,A,C,33,16
10000474,1,1,3,7,4,0,3,B,B,D,D,B,C,B,67,2
10000476,1,0,9,4,0,0,6.09394972975809,B,B,C,C,B,B,B,22,8
10000478,1,0,2,5,4,0,1,C,B,D,D,B,B,E,45,3
10000479,2,1,17,5,1,1,10,A,B,B,D,A,A,D,75,9
10000481,1,0,13,4,0,0,1,A,A,B,D,A,A,B,44,20
10000482,1,0,9,5,0,0,15,B,B,D,D,A,C,C,50,1
10000483,1,1,2,7,1,0,4,B,B,E,D,B,A,E,71,6
10000484,1,1,2,6,1,0,10,B,B,D,D,B,C,D,49,4
10000485,1,1,7,5,0,0,3,B,B,B,B,B,C,B,26,15
10000486,1,1,12,5,0,0,3,B,A,D,C,A,C,B,42,16
10000487,2,0,12,6,0,1,6,A,B,B,B,A,A,C,21,9
10000488,1,0,5,7,2,0,1,B,A,C,D,B,C,D,24,11
10000489,1,1,21,5,0,0,2,A,B,B,D,A,A,C,46,16
10000490,1,0,2,5,4,1,13,C,A,B,C,A,C,C,46.5,12
10000491,1,1,3,5,0,0,12,B,A,D,D,B,C,B,62,18
10000494,1,0,16,5,3,0,7,B,A,C,C,A,C,C,29,10
10000495,2,1,14,4,4,1,11,A,A,D,D,A,A,E,41,9
10000497,2,1,6,6,2,0,9,B,B,E,D,B,C,D,53,4
10000499,2,0,6,5,3,1,15,B,B,C,D,B,C,D,30.5,9
10000500,1,0,3,7,0,0,0,B,B,D,D,B,B,E,45,17
10000501,1,1,12,5,4,0,5,B,A,C,D,A,C,E,25,5
10000502,2,0,2,5,3,0,2,B,B,C,C,B,C,B,38.5,3
10000504,1,0,6,5,1,0,1,B,A,D,C,A,A,D,61,13
10000505,2,1,2,5,4,1,5,B,A,D,D,A,B,E,43,9
10000509,2,1,14,5,0,1,15,A,A,B,D,A,A,C,39.5,9
10000510,1,1,12,6,1,0,7,B,B,E,D,A,B,D,75,6
10000511,2,1,5,4,1,1,2,B,A,D,D,B,C,B,71,9
10000512,1,0,11,7,3,0,2,B,A,B,C,A,C,C,20,11
10000516,1,1,8,6,0,0,5,B,A,D,D,A,C,B,70,6
10000518,1,1,6,7,1,0,10,C,A,D,D,A,B,C,68,4
10000521,1,0,11,6,3,0,4,B,A,D,C,B,B,C,36,11
10000529,1,0,2,5,0,0,0,C,A,C,D,A,C,C,25,8
10000532,1,0,1,8,2,0,0,B,B,D,C,B,A,C,45,11
10000533,1,0,2,8,1,0,6,B,B,D,D,B,A,B,43,17
10000534,1,0,8,7,0,0,1,B,B,D,D,A,B,B,51,17
10000537,1,1,10,7,4,0,15,C,B,B,B,A,D,C,35,4
10000538,1,0,2,7,0,0,6.09394972975809,C,B,C,C,A,D,C,22,17
10000541,2,1,10,6,3,1,6,B,A,E,D,B,C,D,61,9
10000543,2,1,8,4,4,1,8,A,A,D,D,A,A,C,24,9
10000546,1,0,5,4,0,0,1,B,B,D,D,B,C,D,21,8
10000547,1,0,10,6,1,1,15,B,B,C,C,B,C,D,69.5,1
10000548,1,0,19,3,0,0,0,A,B,C,C,A,A,C,49,20
10000549,2,1,11,6,1,1,3,C,A,E,D,B,C,E,66.5,9
10000550,1,0,0,6,1,0,5,C,A,D,D,A,B,D,54,13
10000551,1,0,7,7,4,0,3,C,A,B,D,A,C,D,22,11
10000552,1,1,6,8,2,0,7,B,A,E,D,B,B,D,43,19
10000558,2,0,4,6,3,1,4,B,B,D,D,B,C,E,61.5,9
10000561,1,1,12,5,2,0,11,B,A,E,D,B,B,D,68,7
10000562,1,1,9,6,4,0,5,C,B,B,D,B,C,D,54,2
10000563,1,0,6,5,0,0,5,A,B,D,D,B,C,C,24,8
10000565,1,0,16,4,0,0,1,A,A,D,D,A,A,B,19,20
10000566,1,1,8,4,2,0,15,B,B,C,C,B,B,D,69,18
10000567,2,1,3,6,0,1,15,B,A,D,D,A,B,C,66.5,9
10000568,2,1,3,5,4,1,3,B,B,D,D,B,A,C,57.5,9
10000569,1,1,1,5,4,0,3,B,B,D,C,B,B,D,25,5
10000571,1,1,6,6,2,0,2,B,A,B,C,A,A,C,63,6
10000572,2,0,2,3,0,1,6,C,B,C,D,A,A,B,37,9
10000573,1,0,10,6,0,0,1,B,B,D,D,B,C,B,41,17
10000574,1,0,5,5,2,0,6,B,B,C,D,A,A,D,25,3
10000576,1,0,3,6,3,0,6,C,A,D,D,A,A,D,23,11
10000577,1,1,9,5,0,0,6,A,A,B,C,A,C,D,22,15
10000578,1,1,2,4,1,0,7,B,B,D,D,A,B,D,58,6
10000580,1,0,8,9,0,0,4,C,A,B,B,A,D,C,42,17
10000581,1,1,8,6,4,0,1,A,B,C,C,A,A,B,51,2
10000583,1,0,9,3,4,0,4,B,A,C,D,A,C,B,20,3
10000585,1,1,15,4,1,0,1,A,A,C,D,A,A,C,53,16
10000586,2,0,20,4,0,1,15,A,A,B,B,A,A,C,27,20
10000587,1,1,1,5,0,0,15,C,A,D,D,B,B,D,66,18
10000589,2,1,4,7,3,1,7,B,B,E,D,B,A,E,48,9
10000590,2,1,14,5,4,1,11,B,B,C,C,B,B,B,74,9
10000593,1,0,5,5,0,0,0,C,A,B,B,A,D,D,25,8
10000594,1,1,8,6,1,0,1,B,B,D,C,A,C,B,58,6
10000596,1,1,13,7,1,0,5,B,B,D,D,B,C,D,74,6
10000598,1,0,8,7,4,0,2,B,B,D,D,B,C,D,58,11
10000600,2,0,12,6,3,0,4,A,A,B,C,A,A,C,33.5,10
10000601,1,0,8,6,0,0,15,B,A,B,D,A,C,D,35,1
10000603,2,1,16,5,0,1,2,A,A,D,D,A,A,C,52,9
10000608,3,1,15,6,1,1,15,B,B,C,D,B,A,E,47,14
10000609,1,0,11,5,0,0,2,A,A,B,C,A,A,C,21,20
