customer_ID,group_size,homeowner,car_age,car_value,risk_factor,married_couple,duration_previous,A,B,C,D,E,F,G,age_average,cluster
10000138,2,0,2,5,3,1,5,1,1,3,3,0,2,3,55,15
10000139,1,0,1,4,3,0,7,2,1,3,3,1,2,4,32,11
10000141,2,1,1,7,3,1,2,1,0,3,3,1,2,4,62.5,19
10000143,1,1,15,4,0,0,1,0,0,2,3,0,0,2,44,5
10000144,1,1,9,5,3,0,5,2,1,4,3,1,2,3,75,3
10000145,1,0,6,5,3,0,13,1,1,1,3,1,2,2,62,17
10000147,1,1,6,5,0,0,2,1,0,3,3,1,0,1,28,1
10000148,2,1,12,5,4,1,3,1,1,2,2,1,2,3,33.5,19
10000150,1,1,5,6,2,1,15,1,0,2,2,0,0,2,72.5,12
10000151,1,1,14,5,1,0,15,1,1,3,3,0,2,1,75,6
10000152,1,0,17,4,4,0,0,0,0,1,1,0,0,1,25,10
10000154,1,1,10,6,0,0,3,0,0,3,3,0,0,1,45,1
10000155,1,0,3,6,1,0,15,1,0,3,2,0,0,1,65,17
10000156,1,0,7,5,0,0,2,2,1,1,2,1,1,4,21,9
10000158,1,0,9,7,4,0,3,2,1,2,2,1,3,3,22,20
10000159,1,0,7,4,0,0,1,1,0,1,2,1,2,1,22,9
10000160,1,1,4,6,3,0,14,1,1,4,3,0,1,2,45,4
10000161,1,0,13,4,3,0,6,0,0,2,2,0,0,2,21,10
10000162,1,1,1,7,3,0,9,1,0,3,2,1,0,2,33,14
10000163,1,1,9,5,0,0,4,1,1,1,1,1,2,2,54,1
10000164,1,1,6,4,3,0,6,1,1,3,3,1,0,2,52,3
10000165,1,1,16,5,0,1,1,2,1,2,3,0,3,1,55,5
10000167,1,0,9,7,4,0,1,1,0,2,3,0,2,1,23,20
10000168,1,0,12,7,0,0,7,1,0,2,3,0,2,2,38,13
10000169,1,1,7,6,0,0,7,1,0,3,2,1,1,2,67,3
10000170,1,1,4,5,2,0,9,1,1,4,3,1,1,3,56,3
10000172,1,0,13,6,0,0,10,0,1,3,3,0,0,3,26,13
10000173,1,0,4,7,2,0,6,2,1,4,3,1,2,3,21,20
10000176,1,0,18,4,1,0,13,0,0,1,2,0,0,3,61,6
10000178,1,0,8,6,0,0,2,0,0,1,2,0,0,1,22,13
10000179,1,0,11,6,4,0,15,1,1,2,3,1,1,1,31,17
10000180,1,0,9,6,3,0,8,2,1,1,3,1,3,3,49,20
10000182,1,1,5,6,0,0,3,1,0,2,2,0,1,4,42,1
10000183,1,0,3,5,3,0,13,1,1,3,3,1,2,3,57,17
10000184,1,1,8,4,2,0,15,1,0,3,3,0,1,3,64,6
10000187,1,0,6,4,0,0,10,1,1,2,3,0,1,2,27,9
10000188,2,0,2,8,1,1,1,1,1,3,3,1,2,4,64,7
10000189,1,0,7,4,0,0,4,1,0,1,2,0,2,2,18,9
10000190,1,1,12,7,3,0,4,1,1,2,2,1,1,4,63,8
10000191,1,1,2,6,1,1,8,1,0,3,2,1,2,4,75,7
10000192,1,0,7,4,3,0,2,1,1,1,1,0,2,1,20,11
10000193,1,0,1,5,0,0,3,1,0,2,3,0,2,4,21,9
10000194,1,1,7,5,3,0,15,2,0,4,3,1,0,2,52,4
10000197,1,0,9,4,3,0,1,0,1,2,2,0,0,2,23,11
10000198,1,1,8,5,1,0,5,1,1,3,3,0,2,1,35,1
10000200,1,0,9,8,1,0,3,2,1,3,3,1,3,2,46,13
10000203,1,1,1,6,2,0,7,1,1,3,3,1,1,1,66,3
10000205,2,1,3,7,2,1,13,1,0,3,3,0,1,3,37.5,12
10000206,1,0,0,5,0,0,0,1,1,1,2,1,2,3,30,9
10000208,1,1,4,4,0,0,3,2,0,3,3,1,1,2,25,1
10000209,2,1,7,7,4,0,4,2,0,4,3,0,0,2,37.5,14
10000210,2,1,10,6,3,1,8,1,0,2,3,0,2,1,75,12
10000211,1,1,16,6,4,0,10,0,0,3,3,0,0,2,35,14
10000212,1,0,13,4,1,0,15,0,0,3,3,0,2,1,75,17
10000214,1,0,16,5,0,0,2,0,0,1,1,0,0,1,26,18
10000215,1,1,16,5,4,0,14,0,0,3,3,0,2,3,68,6
10000216,1,1,12,5,4,0,9,2,0,1,3,1,2,3,52,14
10000217,1,1,7,4,3,1,6,2,0,1,2,0,3,3,73.5,3
10000218,2,1,8,5,1,0,2,2,1,2,2,0,3,3,39.5,1
10000220,1,1,10,7,0,0,6.09394972975809,0,0,1,1,0,0,2,41.5,8
10000221,1,0,15,4,3,0,0,0,0,2,2,0,0,1,24,10
10000224,1,0,4,6,3,0,1,1,0,3,3,0,0,2,22,20
10000227,1,0,11,5,0,0,6,1,0,3,3,0,1,1,23,18
10000228,1,1,11,4,0,0,6,1,0,3,3,1,2,1,44,5
10000229,1,0,5,6,0,0,2,2,1,1,1,0,2,2,33,13
10000230,2,1,10,5,0,1,1,1,0,3,3,0,2,2,34,7
10000236,2,0,7,6,0,0,2,1,1,1,2,1,2,2,30.5,13
10000239,2,1,1,5,2,1,3,1,1,2,3,1,1,3,33,19
10000240,1,0,6,7,4,0,2,1,1,4,3,1,0,2,54,20
10000242,1,0,9,6,2,0,6,1,1,2,2,1,1,2,52,2
10000243,1,0,18,4,2,0,12,0,0,1,2,0,0,4,28,10
10000245,1,1,17,5,1,0,15,1,0,3,3,1,2,3,44,6
10000246,1,1,7,4,2,0,6,1,1,2,3,1,2,4,32,14
10000248,1,1,4,5,0,0,3,1,1,3,2,0,1,2,20,1
10000250,2,0,3,4,0,1,2,1,1,1,1,1,2,2,60.5,15
10000252,1,1,8,6,4,0,7,1,0,1,3,1,2,3,31,14
10000253,1,0,2,5,0,0,2,1,1,3,3,1,2,1,43,9
10000254,2,1,18,5,0,1,3,0,0,1,2,0,0,3,27,16
10000255,2,0,14,5,3,0,15,0,0,1,2,0,0,3,54,17
10000256,1,1,2,5,3,0,2,1,1,2,2,0,1,2,54,3
10000259,2,1,1,4,4,0,14,2,0,3,3,1,1,2,39,4
10000261,1,1,6,5,4,0,6,2,1,3,3,1,2,1,32,14
10000262,1,0,11,4,0,0,2,0,0,1,1,0,0,2,36,18
10000263,1,0,7,4,3,0,1,2,0,2,2,1,1,1,26,11
10000264,1,0,4,7,4,0,3,1,1,3,3,1,0,2,70,20
10000265,1,1,10,8,0,0,2,1,1,1,3,0,2,2,55,8
10000266,1,0,5,5,0,0,1,0,0,1,3,0,0,2,27,9
10000269,1,0,6,3,0,0,2,1,1,1,2,0,2,2,24,9
10000271,2,1,10,7,0,1,12,1,1,3,3,1,1,2,37,12
10000275,1,1,10,6,0,0,8,1,1,3,3,1,1,2,36,1
10000277,1,1,12,4,1,0,9,1,0,1,2,1,2,3,73,6
10000278,1,1,7,6,1,0,3,1,1,3,2,1,2,1,52,3
10000281,1,1,6,5,0,0,3,2,0,1,3,0,3,2,75,3
10000282,1,0,8,5,4,0,6,1,1,3,3,1,2,1,57,11
10000283,1,1,8,4,0,0,2,1,0,1,1,1,2,3,41,1
10000284,1,0,6,6,2,0,4,1,1,3,3,1,2,3,33,20
10000287,1,1,8,7,2,0,7,2,0,4,3,0,1,2,61,8
10000288,2,0,15,4,0,1,1,0,0,1,2,0,0,2,45,15
10000293,1,0,7,5,2,0,15,1,0,3,2,1,1,2,51,17
10000294,4,0,12,6,3,1,7,1,1,2,3,1,2,3,40,16
10000295,2,1,11,3,4,1,4,1,0,3,2,0,2,1,63.5,16
10000299,2,1,1,4,0,0,3,1,1,2,2,1,2,1,28.5,1
10000305,1,0,14,4,3,0,1,1,1,3,3,1,1,3,23,10
10000306,1,0,11,4,1,0,3,1,1,4,3,1,2,3,30,18
10000307,2,1,11,5,1,1,1,1,1,4,3,1,1,4,73,7
10000308,2,1,5,4,0,1,3,1,1,3,3,1,0,2,33.5,7
10000310,1,0,14,4,0,0,5,0,1,3,3,0,0,3,24,18
10000311,1,1,6,5,1,0,7,1,1,2,3,1,2,3,63,3
10000314,1,1,5,4,1,1,2,1,0,4,3,1,0,3,62.5,7
10000316,2,0,14,6,1,1,15,0,0,3,3,1,0,3,49.5,12
10000318,1,1,9,5,4,0,8,0,0,2,3,0,0,3,51,14
10000320,2,1,11,6,4,1,3,1,1,2,2,1,1,1,25.5,19
10000321,1,1,16,5,4,0,4,1,1,3,3,1,1,4,46,5
10000324,1,0,12,7,0,0,2,0,0,1,2,0,0,2,40,13
10000330,1,1,5,5,1,0,9,1,0,3,3,0,2,2,31.5,1
10000331,1,1,10,6,0,0,6,1,0,3,3,1,2,1,28,1
10000332,1,0,12,5,3,0,1,1,0,1,2,0,2,3,18,10
10000334,1,0,15,5,4,0,1,0,1,1,3,0,0,1,72,2
10000335,1,0,11,7,0,0,3,1,1,2,2,0,2,1,43,13
10000336,2,1,3,7,2,1,4,1,0,2,3,0,2,3,45.5,19
10000337,1,0,10,6,2,0,7,1,1,3,3,1,0,2,25,20
10000338,1,1,3,6,3,0,0,1,1,3,3,0,2,1,49,14
10000339,1,1,6,6,2,0,6,1,0,3,2,1,1,3,75,3
10000344,2,1,1,5,1,0,6,1,1,3,3,1,0,3,70.5,3
10000345,1,1,1,6,0,0,5,1,0,4,3,0,2,3,36,1
10000346,1,0,2,7,1,0,1,1,1,4,3,1,1,3,29,13
10000347,1,0,6,5,3,0,5,1,1,2,3,1,2,1,25,11
10000348,2,1,6,7,2,1,2,1,1,3,3,1,2,3,75,7
10000349,1,1,11,5,4,0,7,1,0,3,3,1,0,4,26,14
10000350,1,1,12,5,1,0,15,1,0,1,1,0,2,3,70,6
10000351,1,1,13,5,4,0,7,1,1,1,1,1,2,2,63,6
10000353,1,0,8,5,0,0,4,1,0,3,3,0,2,1,19,9
10000354,1,1,8,6,1,0,6,1,1,4,3,1,0,2,59,3
10000355,1,1,14,4,3,0,15,1,1,3,3,0,1,3,67,6
10000357,2,1,16,6,3,0,3,1,0,2,3,0,1,3,34.5,5
10000359,1,1,1,5,1,0,4,2,0,3,3,1,3,3,27,1
10000360,1,0,11,6,3,0,5,0,1,2,3,0,0,3,49,20
10000361,1,0,2,6,0,0,8,1,0,4,3,1,1,3,32,9
10000362,1,0,18,5,0,0,2,0,0,1,2,0,0,2,19,18
10000363,1,0,2,4,3,0,2,1,0,3,3,1,2,2,24,11
10000365,1,0,5,7,1,0,15,1,1,3,3,0,0,4,47,17
10000367,1,1,9,6,1,0,13,1,1,3,3,0,2,3,28,4
10000368,1,1,3,5,1,0,13,1,1,3,3,1,2,3,49,4
10000369,1,0,10,7,4,0,3,1,0,3,3,1,0,1,25,20
10000371,1,0,1,5,0,0,5,1,1,2,2,1,2,1,24.5,9
10000374,2,1,1,5,1,1,3,1,1,3,2,1,0,1,63.5,7
10000375,1,0,8,4,3,0,3,1,0,1,1,0,2,2,19,11
10000376,2,1,19,5,0,0,3,0,0,2,2,0,0,4,36,5
10000377,1,1,6,5,4,0,5,1,0,3,3,0,2,1,27,14
10000378,1,1,1,9,2,0,3,2,0,1,1,1,0,2,47,8
10000379,2,1,7,4,0,1,2,1,1,1,3,0,2,1,25,16
10000381,1,1,6,5,1,0,15,1,1,3,3,0,1,3,71,4
10000383,1,1,3,6,1,0,10,1,1,3,3,1,1,4,39,4
10000385,1,1,1,6,3,0,4,1,1,2,2,1,2,3,37,14
10000386,2,0,6,4,3,1,2,1,0,2,3,0,0,1,23,15
10000388,2,1,1,7,1,1,14,1,0,3,3,0,0,2,55,12
10000389,2,0,1,7,1,1,15,1,0,2,3,1,2,3,71.5,12
10000391,2,1,5,7,2,1,2,2,0,3,3,0,3,3,52,19
10000392,1,1,7,5,2,0,7,1,0,3,3,0,0,2,65,3
10000393,1,0,7,8,2,0,2,2,1,3,3,0,0,2,25,20
10000394,1,0,1,5,4,0,8,1,0,3,3,1,1,3,23,11
10000395,2,0,2,6,3,1,4,2,0,3,3,1,0,3,28,15
10000396,1,0,3,6,0,0,13,1,0,3,2,0,1,1,28,17
10000397,1,1,6,5,0,0,3,1,1,3,3,1,1,2,60,3
10000398,1,1,4,6,2,0,4,1,0,2,3,0,2,3,70,3
10000400,1,0,10,6,4,0,9,0,1,3,3,0,0,3,30,20
10000401,1,0,8,4,0,0,2,2,1,1,2,1,2,3,32,9
10000402,2,1,6,7,0,1,0,1,0,1,1,1,2,1,27.5,7
10000403,2,0,7,6,0,1,6,1,1,1,2,1,2,2,26,15
10000404,1,1,2,6,3,0,7,1,1,3,3,1,0,1,62,3
10000405,1,0,2,5,2,0,4,1,0,3,3,1,2,2,42,11
10000406,2,0,0,8,2,1,6.09394972975809,2,0,3,3,0,0,1,28,15
10000407,1,1,5,6,4,0,1,2,0,3,3,1,3,3,41,14
10000408,1,0,1,6,2,0,5,2,0,3,3,1,0,3,25,20
10000410,1,0,6,6,3,0,1,2,1,1,1,1,3,1,75,2
10000411,1,0,12,6,0,0,2,0,0,2,3,0,0,2,28,13
10000412,1,1,14,6,1,0,15,1,0,3,3,1,0,2,52,6
10000415,2,1,10,8,4,1,15,0,0,1,2,0,0,2,56,12
10000416,1,1,1,5,2,0,1,1,1,1,2,1,1,3,32,14
10000417,1,0,1,6,2,0,15,1,1,3,3,1,1,3,33,17
10000418,1,0,2,5,0,0,1,2,0,1,1,1,0,1,24,9
10000420,2,1,14,5,0,1,1,0,0,1,1,0,0,2,47,16
10000422,1,0,18,4,4,0,2,0,0,1,1,0,0,2,33,10
10000423,1,0,15,6,0,0,7,2,0,1,3,0,2,3,35,18
10000425,1,1,14,5,1,0,3,0,0,2,3,0,0,2,48,5
10000426,2,0,3,6,0,1,7,1,1,2,3,1,2,4,32.5,15
10000428,1,1,11,5,0,0,0,1,1,1,3,1,2,2,59,5
10000429,1,1,8,6,3,0,9,2,0,3,3,0,1,3,49,14
10000430,1,1,10,5,2,1,1,1,0,3,2,0,1,1,74,3
10000433,1,0,8,4,2,0,4,1,0,3,3,0,0,2,61,2
10000435,1,1,1,4,0,0,0,1,1,1,1,1,2,4,68,3
10000437,1,0,11,6,3,0,3,0,0,1,2,0,0,2,25,20
10000441,1,0,14,5,4,0,15,0,0,1,3,0,1,4,58,17
10000443,1,0,7,4,0,0,3,0,0,2,3,1,1,2,20,9
10000444,1,0,9,5,4,0,2,1,0,2,2,1,2,1,23,11
10000445,1,1,19,5,2,0,15,0,0,3,3,0,0,2,75,6
10000446,1,0,11,5,1,0,15,0,0,1,2,0,0,1,74,17
10000447,1,0,3,6,0,0,1,1,1,1,1,1,1,1,30,9
10000449,2,1,3,8,3,1,15,1,1,3,3,1,0,2,42.5,12
10000450,1,0,1,5,2,0,6,1,1,3,3,1,2,1,22,11
10000451,2,1,4,6,0,1,15,1,1,3,2,0,1,2,52.5,12
10000452,1,0,4,5,3,0,2,1,0,1,3,0,1,3,24,11
10000453,1,1,8,6,0,0,9,1,0,3,3,0,2,1,24,1
10000454,1,0,13,6,4,0,2,1,0,3,3,0,2,2,42,10
10000455,1,1,11,5,1,0,11,0,0,3,3,0,0,2,63,6
10000457,1,0,13,4,2,0,1,1,1,2,2,0,2,4,23,10
10000458,1,1,4,5,3,0,7,1,1,1,2,1,2,4,73,3
10000459,1,1,9,5,0,0,1,1,1,1,1,1,2,3,50,1
10000460,2,1,14,6,0,0,1,1,1,2,3,0,2,3,29,1
10000463,1,1,24,5,2,0,15,0,0,3,3,0,0,3,75,6
10000465,2,0,17,4,2,0,3,0,1,4,3,0,0,2,27,10
10000468,2,0,10,6,0,1,0,1,1,3,3,1,1,2,55.5,15
10000469,2,1,9,8,2,1,4,0,0,2,2,0,0,1,67,7
10000471,2,1,7,6,4,1,11,1,0,4,3,1,2,3,62,12
10000473,2,1,18,4,0,0,1,0,0,2,3,0,0,2,33,5
10000474,1,1,3,7,4,0,3,1,1,3,3,1,2,1,67,8
10000476,1,0,9,4,0,0,6.09394972975809,1,1,2,2,1,1,1,22,9
10000478,1,0,2,5,4,0,1,2,1,3,3,1,1,4,45,11
10000479,2,1,17,5,1,1,10,0,1,1,3,0,0,3,75,16
10000481,1,0,13,4,0,0,1,0,0,1,3,0,0,1,44,18
10000482,1,0,9,5,0,0,15,1,1,3,3,0,2,2,50,17
10000483,1,1,2,7,1,0,4,1,1,4,3,1,0,4,71,8
10000484,1,1,2,6,1,0,10,1,1,3,3,1,2,3,49,4
10000485,1,1,7,5,0,0,3,1,1,1,1,1,2,1,26,1
10000486,1,1,12,5,0,0,3,1,0,3,2,0,2,1,42,1
10000487,2,0,12,6,0,1,6,0,1,1,1,0,0,2,21,15
10000488,1,0,5,7,2,0,1,1,0,2,3,1,2,3,24,20
10000489,1,1,21,5,0,0,2,0,1,1,3,0,0,2,46,5
10000490,1,0,2,5,4,1,13,2,0,1,2,0,2,2,46.5,17
10000491,1,1,3,5,0,0,12,1,0,3,3,1,2,1,62,4
10000494,1,0,16,5,3,0,7,1,0,2,2,0,2,2,29,10
10000495,2,1,14,4,4,1,11,0,0,3,3,0,0,4,41,16
10000497,2,1,6,6,2,0,9,1,1,4,3,1,2,3,53,4
10000499,2,0,6,5,3,1,15,1,1,2,3,1,2,3,30.5,15
10000500,1,0,3,7,0,0,0,1,1,3,3,1,1,4,45,13
10000501,1,1,12,5,4,0,5,1,0,2,3,0,2,4,25,14
10000502,2,0,2,5,3,0,2,1,1,2,2,1,2,1,38.5,11
10000504,1,0,6,5,1,0,1,1,0,3,2,0,0,3,61,2
10000505,2,1,2,5,4,1,5,1,0,3,3,0,1,4,43,19
10000509,2,1,14,5,0,1,15,0,0,1,3,0,0,2,39.5,16
10000510,1,1,12,6,1,0,7,1,1,4,3,0,1,3,75,3
10000511,2,1,5,4,1,1,2,1,0,3,3,1,2,1,71,7
10000512,1,0,11,7,3,0,2,1,0,1,2,0,2,2,20,20
10000516,1,1,8,6,0,0,5,1,0,3,3,0,2,1,70,3
10000518,1,1,6,7,1,0,10,2,0,3,3,0,1,2,68,4
10000521,1,0,11,6,3,0,4,1,0,3,2,1,1,2,36,20
10000529,1,0,2,5,0,0,0,2,0,2,3,0,2,2,25,9
10000532,1,0,1,8,2,0,0,1,1,3,2,1,0,2,45,20
10000533,1,0,2,8,1,0,6,1,1,3,3,1,0,1,43,13
10000534,1,0,8,7,0,0,1,1,1,3,3,0,1,1,51,13
10000537,1,1,10,7,4,0,15,2,1,1,1,0,3,2,35,4
10000538,1,0,2,7,0,0,6.09394972975809,2,1,2,2,0,3,2,22,13
10000541,2,1,10,6,3,1,6,1,0,4,3,1,2,3,61,19
10000543,2,1,8,4,4,1,8,0,0,3,3,0,0,2,24,16
10000546,1,0,5,4,0,0,1,1,1,3,3,1,2,3,21,9
10000547,1,0,10,6,1,1,15,1,1,2,2,1,2,3,69.5,17
10000548,1,0,19,3,0,0,0,0,1,2,2,0,0,2,49,18
10000549,2,1,11,6,1,1,3,2,0,4,3,1,2,4,66.5,7
10000550,1,0,0,6,1,0,5,2,0,3,3,0,1,3,54,2
10000551,1,0,7,7,4,0,3,2,0,1,3,0,2,3,22,20
10000552,1,1,6,8,2,0,7,1,0,4,3,1,1,3,43,8
10000558,2,0,4,6,3,1,4,1,1,3,3,1,2,4,61.5,15
10000561,1,1,12,5,2,0,11,1,0,4,3,1,1,3,68,6
10000562,1,1,9,6,4,0,5,2,1,1,3,1,2,3,54,14
10000563,1,0,6,5,0,0,5,0,1,3,3,1,2,2,24,9
10000565,1,0,16,4,0,0,1,0,0,3,3,0,0,1,19,18
10000566,1,1,8,4,2,0,15,1,1,2,2,1,1,3,69,6
10000567,2,1,3,6,0,1,15,1,0,3,3,0,1,2,66.5,12
10000568,2,1,3,5,4,1,3,1,1,3,3,1,0,2,57.5,19
10000569,1,1,1,5,4,0,3,1,1,3,2,1,1,3,25,14
10000571,1,1,6,6,2,0,2,1,0,1,2,0,0,2,63,3
10000572,2,0,2,3,0,1,6,2,1,2,3,0,0,1,37,15
10000573,1,0,10,6,0,0,1,1,1,3,3,1,2,1,41,13
10000574,1,0,5,5,2,0,6,1,1,2,3,0,0,3,25,11
10000576,1,0,3,6,3,0,6,2,0,3,3,0,0,3,23,20
10000577,1,1,9,5,0,0,6,0,0,1,2,0,2,3,22,1
10000578,1,1,2,4,1,0,7,1,1,3,3,0,1,3,58,3
10000580,1,0,8,9,0,0,4,2,0,1,1,0,3,2,42,13
10000581,1,1,8,6,4,0,1,0,1,2,2,0,0,1,51,14
10000583,1,0,9,3,4,0,4,1,0,2,3,0,2,1,20,11
10000585,1,1,15,4,1,0,1,0,0,2,3,0,0,2,53,5
10000586,2,0,20,4,0,1,15,0,0,1,1,0,0,2,27,16
10000587,1,1,1,5,0,0,15,2,0,3,3,1,1,3,66,4
10000589,2,1,4,7,3,1,7,1,1,4,3,1,0,4,48,19
10000590,2,1,14,5,4,1,11,1,1,2,2,1,1,1,74,12
10000593,1,0,5,5,0,0,0,2,0,1,1,0,3,3,25,9
10000594,1,1,8,6,1,0,1,1,1,3,2,0,2,1,58,3
10000596,1,1,13,7,1,0,5,1,1,3,3,1,2,3,74,8
10000598,1,0,8,7,4,0,2,1,1,3,3,1,2,3,58,20
10000600,2,0,12,6,3,0,4,0,0,1,2,0,0,2,33.5,10
10000601,1,0,8,6,0,0,15,1,0,1,3,0,2,3,35,17
10000603,2,1,16,5,0,1,2,0,0,3,3,0,0,2,52,16
10000608,3,1,15,6,1,1,15,1,1,2,3,1,0,4,47,16
10000609,1,0,11,5,0,0,2,0,0,1,2,0,0,2,21,18
